OBJECTID,Codigo_Muniicipio,Departamento,Municipio,Periodo_1980_1988,Periodo_1989_1996,Periodo_1997_2004,Periodo_2005_2014,Descripcion,Periodo,Fuente,Fecha_Actualizacion,Total_1989_2014,Shape_Length,Shape_Area
940,70233,SUCRE,EL ROBLE,42,298,1402,1166,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,2908,1.23421947161208,0.0163142202681241
941,70235,SUCRE,GALERAS,38,159,3073,1925,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,5195,1.12379500452329,0.0264683881214937
942,70265,SUCRE,GUARANDA,122,191,2602,1855,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,4770,1.42388687028691,0.0297043188838219
943,70400,SUCRE,LA UNIÓN,8,22,183,129,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,342,1.07762608311411,0.0190875106348851
944,70418,SUCRE,LOS PALMITOS,76,1203,6295,2924,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,10498,0.853220435481572,0.0163662950628024
945,70429,SUCRE,MAJAGUAL,56,431,3207,1775,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,5469,1.79122816478749,0.0694034930094257
946,70508,SUCRE,OVEJAS,280,2171,29089,8071,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,39611,1.37848901746125,0.0378719991463621
947,70523,SUCRE,PALMITO,6,168,1318,622,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,2114,0.67843232071308,0.014358058991164
948,70670,SUCRE,SAMPUÉS,11,116,546,526,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,1199,1.006780871013,0.0175869544486857
949,70678,SUCRE,SAN BENITO ABAD,125,502,9741,3396,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,13764,2.98497230281078,0.122777446094694
950,70702,SUCRE,SAN JUAN DE BETULIA,16,168,471,938,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,1593,0.863295496264572,0.013834278074942
951,70708,SUCRE,SAN MARCOS,48,230,1590,2111,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,3979,1.63351435846754,0.0796740898173024
952,70713,SUCRE,SAN ONOFRE,108,1346,31386,9352,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,42192,2.08051702467518,0.0852548016232823
953,70717,SUCRE,SAN PEDRO,62,470,1981,993,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,3506,0.852531102982106,0.0175281595927186
954,70742,SUCRE,SAN LUIS DE SINCÉ,2,43,795,483,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,1323,1.62328470306872,0.0344647628177369
955,70771,SUCRE,SUCRE,139,1315,11045,3532,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,16031,2.14668027780016,0.0929546461335499
956,70820,SUCRE,SANTIAGO DE TOLÚ,0,150,1854,469,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,2473,0.980491590838669,0.0248971081108818
957,70823,SUCRE,SAN JOSÉ DE TOLUVIEJO,51,666,9820,4613,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,15150,1.21009446490543,0.0234545061640804
958,70473,SUCRE,MORROA,68,858,4707,1844,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,7477,0.676133997111442,0.0139883358835909
959,73001,TOLIMA,IBAGUÉ,31,377,4421,14236,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,19065,2.48004198701424,0.11217106193415
960,73024,TOLIMA,ALPUJARRA,6,18,618,705,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,1347,1.05471369026749,0.0408034168028382
961,73026,TOLIMA,ALVARADO,0,70,552,1213,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,1835,1.06958878381261,0.0280543842127836
962,73030,TOLIMA,AMBALEMA,0,24,201,491,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,716,1.00915041842157,0.0194027914178343
963,73043,TOLIMA,ANZOÁTEGUI,6,99,1589,4014,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,5708,1.31017749706891,0.0382669249644704
964,73055,TOLIMA,ARMERO,16,54,612,853,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,1535,1.44410044002791,0.0359241803413767
965,73067,TOLIMA,ATACO,62,306,9020,7767,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,17155,2.25934817748001,0.0827672654766968
966,73124,TOLIMA,CAJAMARCA,16,61,1664,3550,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,5291,1.02936807451767,0.0414040152023463
967,73148,TOLIMA,CARMEN DE APICALÁ,0,4,104,143,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,251,0.733930355399518,0.0155407337675306
968,73152,TOLIMA,CASABIANCA,13,58,740,1350,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,2161,1.08031995387483,0.0142593122188248
969,73168,TOLIMA,CHAPARRAL,74,449,5942,14306,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,20771,2.57927236092516,0.171008645629309
970,73200,TOLIMA,COELLO,0,10,157,318,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,485,1.22178680557016,0.0279869220592614
971,73217,TOLIMA,COYAIMA,28,109,3568,7276,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,10981,1.45827069800031,0.0544483416936386
972,73226,TOLIMA,CUNDAY,31,161,3097,2491,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,5780,1.23108862803942,0.0413234786214871
973,73236,TOLIMA,DOLORES,27,110,3069,3547,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,6753,1.87537302354486,0.0530582058291844
974,73268,TOLIMA,ESPINAL,13,49,213,683,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,958,0.786022845080326,0.0176303385487966
975,73270,TOLIMA,FALAN,2,32,910,927,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,1871,0.86176161402573,0.0147838166784074
976,73275,TOLIMA,FLANDES,0,1,69,202,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,272,0.501337935162492,0.00788353248366412
977,73283,TOLIMA,FRESNO,16,62,1829,2205,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,4112,0.848806680831198,0.0179117220462858
978,73319,TOLIMA,GUAMO,9,50,635,1274,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,1968,1.15859979830421,0.0411783303643486
979,73347,TOLIMA,HERVEO,6,31,731,1208,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,1976,1.02424004241627,0.0263092471076793
980,73352,TOLIMA,ICONONZO,38,169,1996,2121,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,4324,0.791659312911447,0.0175247956929653
981,73408,TOLIMA,LÉRIDA,4,45,1128,2014,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,3191,1.03325199525956,0.0221667726279421
982,73411,TOLIMA,LÍBANO,41,319,7440,7488,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,15288,0.913653279526609,0.0230147709919431
983,73443,TOLIMA,SAN SEBASTIÁN DE MARIQUITA,10,62,761,1179,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,2012,0.839411418742031,0.0239236103478573
984,73449,TOLIMA,MELGAR,2,3,106,216,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,327,0.96061955866025,0.0164746975931895
985,73461,TOLIMA,MURILLO,11,23,753,1268,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,2055,0.987545889038289,0.0345461469297763
986,73483,TOLIMA,NATAGAIMA,36,178,4653,5237,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,10104,1.66239359880559,0.0699599405148237
987,73504,TOLIMA,ORTEGA,31,303,3438,7154,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,10926,1.55146338628971,0.077632123750617
988,73520,TOLIMA,PALOCABILDO,9,32,976,1466,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,2483,0.373498840891629,0.00530051757677081
989,73547,TOLIMA,PIEDRAS,0,0,30,94,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,124,1.332397395146,0.028873626596909
990,73555,TOLIMA,PLANADAS,66,409,5823,14125,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,20423,2.08703387280363,0.14257776418587
991,73563,TOLIMA,PRADO,55,156,3842,2191,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,6244,1.16573928867833,0.0344302393675312
992,73585,TOLIMA,PURIFICACIÓN,21,25,1025,1376,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,2447,1.46057230493772,0.0327410671180742
993,73616,TOLIMA,RIOBLANCO,80,951,12563,12352,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,25946,2.31056052004808,0.16637264908409
994,73622,TOLIMA,RONCESVALLES,5,70,1093,1959,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,3127,1.41225464631929,0.0631435348029841
995,73624,TOLIMA,ROVIRA,78,152,2956,7990,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,11176,1.47056811922002,0.0602046834047788
